Memory Free
222664
222656
222656
213580
182856
171812
138828
112044
108944
108696
108572
105100
99016
99016
99388
99388
99388
99388
99356
99232
95644
95148
95148
95156
94916
94660
94660
94660
94536
94536
94536
94536
94164
90692
90692
90692
90692
90692
90692
88708
88708
88708
88708
82384
84120
84120
84120
83004
83004
87592
87592
87592
85980
85856
87220
87220
87220
87220
87220
87220
87220
86104
86104
85360
85112
85112
84864
84864
83624
84120
84120
84120
84120
84120
83376
83252
83252
83128
83128
83004
83004
83004
80524
80368
80368
80368
80368
80368
80368
78152
78152
78152
78152
78152
78152
78152
78152
76044
76044
77656
77656
77656
77656
77656
77656
77656
77656
77656
77656
75548
75548
75548
75548
75548
75796
75796
75796
75796
75828
75828
75828
75828
75828
75836
75836
75828
75828
75208
74092
75084
74960
74960
72728
72664
72680
72556
72556
72556
72556
72556
72556
60652
56436
59908
62264
62264
62264
62264
62264
65736
65736
65736
69084
69084
69084
69084
69084
69084
69084
69084
69084
69084
69084
69084
66108
66108
66108
66108
66108
66092
66092
66092
66108
66108
66108
66108
65612
65364
65364
65364
65364
65364
65364
65364
65364
65364
65364
60280
60280
60776
60776
59660
59660
59660
59536
59536
59536
59536
59536
59536
59536
59536
59536
59536
59536
59536
59536
59536
59440
59456
59424
59440
59440
59440
59440
59440
59440
59440
58696
58696
58696
58696
57704
57704
57704
57704
57704
57704
57704
57580
57580
57208
57208
57208
51164
50916
50792
50792
48684
50792
50792
50792
50792
50792
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51304
51368
51368
51368
51368
51368
51244
51244
51244
50996
50996
50996
50872
50872
50872
50872
50748
50748
50748
50748
50748
50748
50748
50748
50748
50748
50748
50748
50748
50748
50748
50716
50716
50716
50716
50716
50684
50700
50700
50576
50576
50576
50576
50576
50576
50576
50576
50592
50592
34224
34224
34224
43152
43152
43152
43152
43184
43184
43184
43184
41788
41788
41788
41788
41416
41416
41416
41416
41416
41416
41416
41400
41400
41400
41416
41416
41416
41416
41416
41416
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41292
41324
41324
41200
41200
41200
41200
41200
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41076
41060
41060
41060
40952
40952
40968
40984
40984
40984
40984
40984
40984
40984
40984
40984
40984
40984
40984
40984
40984
40456
40456
40456
40332
40332
40332
40332
40332
40332
40364
40364
40372
40364
40364
40364
40284
40192
40192
40192
40208
40208
40084
40084
40084
39960
39836
39836
39836
39836
39620
39620
39620
36396
36396
36396
36164
36164
36164
35048
35048
35048
35048
35048
35048
34924
34800
34800
34800
34800
34800
34720
34720
34720
34720
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34472
34504
34504
34504
34504
34504
34504
34504
34504
34504
34504
34504
34504
34504
34504
34380
34380
34380
34380
34380
34380
34380
34380
34380
34388
34388
34388
34388
34388
200460
200460
